,idx,freq,sequence,sentence,api,len,cat,
871,34,8,['alpha'],alpha,torch.addbmm.yaml,1,,
872,34,8,['alpha'],alpha,torch.addmm.yaml,1,,
873,34,8,['alpha'],alpha,torch.sparse.addmm.yaml,1,,
874,34,8,['alpha'],alpha,torch.hamming_window.yaml,1,,
875,34,8,['alpha'],alpha,torch.addmv.yaml,1,,
852,32,8,"['create', 'graph']",create_graph,torch.autograd.functional.hvp.yaml,2,,
853,32,8,"['create', 'graph']",create_graph,torch.autograd.functional.vjp.yaml,2,,
854,32,8,"['create', 'graph']",create_graph,torch.autograd.functional.jvp.yaml,2,,
855,32,8,"['create', 'graph']",create_graph,torch.autograd.functional.vhp.yaml,2,,
856,32,8,"['create', 'graph']",create_graph,torch.autograd.functional.jacobian.yaml,2,,
857,32,8,"['create', 'graph']",create_graph,torch.autograd.backward.yaml,2,,
858,32,8,"['create', 'graph']",create_graph,torch.autograd.grad.yaml,2,,
859,32,8,"['create', 'graph']",create_graph,torch.autograd.functional.hessian.yaml,2,,
860,33,8,['dilation'],dilation,torch.nn.functional.conv_transpose2d.yaml,1,,
861,33,8,['dilation'],dilation,torch.nn.functional.conv2d.yaml,1,,
862,33,8,['dilation'],dilation,torch.nn.functional.conv_transpose3d.yaml,1,,
863,33,8,['dilation'],dilation,torch.nn.functional.conv_transpose1d.yaml,1,,
864,33,8,['dilation'],dilation,torch.nn.functional.conv1d.yaml,1,,
865,33,8,['dilation'],dilation,torch.nn.functional.conv3d.yaml,1,,
866,33,8,['dilation'],dilation,torch.nn.quantized.functional.conv2d.yaml,1,,
867,33,8,['dilation'],dilation,torch.nn.quantized.functional.conv3d.yaml,1,,
885,36,8,['length'],hop_length,torch.stft.yaml,1,numeric+range,
888,36,8,['length'],length,torch.narrow.yaml,1,numeric+range,
891,36,8,['length'],total_length,torch.nn.utils.rnn.pad_packed_sequence.yaml,1,numeric+range,
886,36,8,['length'],win_length,torch.stft.yaml,1,numeric+range,
884,36,8,['length'],window_length,torch.hann_window.yaml,1,numeric+range,
887,36,8,['length'],window_length,torch.hamming_window.yaml,1,numeric+range,
889,36,8,['length'],window_length,torch.blackman_window.yaml,1,numeric+range,
890,36,8,['length'],window_length,torch.bartlett_window.yaml,1,numeric+range,
876,35,8,['n'],n_power_iterations,torch.nn.utils.spectral_norm.yaml,1,,
877,35,8,['n'],n,torch.nn.utils.prune.ln_structured.yaml,1,,
878,35,8,['n'],n,torch.matrix_power.yaml,1,,
879,35,8,['n'],n,torch.polygamma.yaml,1,,
880,35,8,['n'],n,torch.eye.yaml,1,,
881,35,8,['n'],n,torch.lobpcg.yaml,1,,
882,35,8,['n'],n,torch.randperm.yaml,1,,
883,35,8,['n'],n_fft,torch.stft.yaml,1,,
892,37,8,['scale'],scale_grad_by_freq,torch.nn.functional.embedding.yaml,1,,
893,37,8,['scale'],scale,torch.nn.quantized.functional.linear.yaml,1,,
894,37,8,['scale'],scale,torch.quantize_per_tensor.yaml,1,,
895,37,8,['scale'],scale,torch.nn.quantized.functional.conv2d.yaml,1,,
896,37,8,['scale'],scale_factor,torch.nn.quantized.functional.interpolate.yaml,1,,
897,37,8,['scale'],recompute_scale_factor,torch.nn.functional.interpolate.yaml,1,,
898,37,8,['scale'],scale_factor,torch.nn.functional.interpolate.yaml,1,,
899,37,8,['scale'],scale,torch.nn.quantized.functional.conv3d.yaml,1,,
844,31,8,['unbiased'],unbiased,torch.std2.yaml,1,,
845,31,8,['unbiased'],unbiased,torch.var_mean.yaml,1,,
846,31,8,['unbiased'],unbiased,torch.var.yaml,1,,
847,31,8,['unbiased'],unbiased,torch.std_mean.yaml,1,,
848,31,8,['unbiased'],unbiased,torch.var_mean2.yaml,1,,
849,31,8,['unbiased'],unbiased,torch.var2.yaml,1,,
850,31,8,['unbiased'],unbiased,torch.std_mean2.yaml,1,,
851,31,8,['unbiased'],unbiased,torch.std.yaml,1,,
900,38,7,['batch'],batch_first,torch.nn.utils.rnn.pad_sequence.yaml,1,,
901,38,7,['batch'],batch1,torch.baddbmm.yaml,1,,
902,38,7,['batch'],batch2,torch.baddbmm.yaml,1,,
903,38,7,['batch'],batch_first,torch.nn.utils.rnn.pack_padded_sequence.yaml,1,,
904,38,7,['batch'],batch1,torch.addbmm.yaml,1,,
905,38,7,['batch'],batch2,torch.addbmm.yaml,1,,
906,38,7,['batch'],batch_first,torch.nn.utils.rnn.pad_packed_sequence.yaml,1,,
977,49,7,['beta'],beta,torch.baddbmm.yaml,1,,
978,49,7,['beta'],beta,torch.addr.yaml,1,,
979,49,7,['beta'],beta,torch.addbmm.yaml,1,,
980,49,7,['beta'],beta,torch.addmm.yaml,1,,
981,49,7,['beta'],beta,torch.sparse.addmm.yaml,1,,
982,49,7,['beta'],beta,torch.hamming_window.yaml,1,,
983,49,7,['beta'],beta,torch.addmv.yaml,1,,
955,45,7,['dst'],dst_tensor,torch.distributed.reduce_multigpu.yaml,1,tensor,^.*?_tensor\w
949,45,7,['dst'],dst,torch.distributed.isend.yaml,1,,
950,45,7,['dst'],dst,torch.distributed.gather.yaml,1,,
951,45,7,['dst'],dst,torch.hub.download_url_to_file.yaml,1,,
952,45,7,['dst'],dst,torch.distributed.reduce.yaml,1,,
953,45,7,['dst'],dst,torch.distributed.send.yaml,1,,
954,45,7,['dst'],dst,torch.distributed.reduce_multigpu.yaml,1,,
970,48,7,['eps'],eps,torch.autograd.gradgradcheck.yaml,1,,
971,48,7,['eps'],eps,torch.nn.functional.gumbel_softmax.yaml,1,,
972,48,7,['eps'],eps,torch.nn.functional.normalize.yaml,1,,
973,48,7,['eps'],eps,torch.nn.utils.spectral_norm.yaml,1,,
974,48,7,['eps'],eps,torch.nn.functional.cosine_similarity.yaml,1,,
975,48,7,['eps'],eps,torch.autograd.gradcheck.yaml,1,,
976,48,7,['eps'],eps,torch.nn.functional.poisson_nll_loss.yaml,1,,
928,42,7,['memory'],pin_memory,torch.empty_strided.yaml,1,,
929,42,7,['memory'],memory_format,torch.ones_like.yaml,1,,
930,42,7,['memory'],memory_format,torch.empty_like.yaml,1,,
931,42,7,['memory'],memory_format,torch.zeros_like.yaml,1,,
932,42,7,['memory'],memory_format,torch.randn_like.yaml,1,,
933,42,7,['memory'],pin_memory,torch.tensor.yaml,1,,
934,42,7,['memory'],memory_format,torch.rand_like.yaml,1,,
914,40,7,"['output', 'size']",output_size,torch.nn.functional.adaptive_max_pool3d.yaml,2,numeric,
915,40,7,"['output', 'size']",output_size,torch.nn.functional.adaptive_max_pool1d.yaml,2,numeric,
916,40,7,"['output', 'size']",output_size,torch.nn.functional.adaptive_avg_pool3d.yaml,2,numeric,
917,40,7,"['output', 'size']",output_size,torch.nn.functional.adaptive_avg_pool1d.yaml,2,numeric,
918,40,7,"['output', 'size']",output_size,torch.nn.quantized.functional.adaptive_avg_pool2d.yaml,2,numeric,
919,40,7,"['output', 'size']",output_size,torch.nn.functional.adaptive_max_pool2d.yaml,2,numeric,
920,40,7,"['output', 'size']",output_size,torch.nn.functional.adaptive_avg_pool2d.yaml,2,numeric,
956,46,7,['reduction'],reduction,torch.nn.functional.ctc_loss.yaml,1,,
957,46,7,['reduction'],reduction,torch.nn.functional.kl_div.yaml,1,,
958,46,7,['reduction'],reduction,torch.nn.functional.binary_cross_entropy.yaml,1,,
959,46,7,['reduction'],reduction,torch.nn.functional.nll_loss.yaml,1,,
960,46,7,['reduction'],reduction,torch.nn.functional.cross_entropy.yaml,1,,
961,46,7,['reduction'],reduction,torch.nn.functional.binary_cross_entropy_with_logits.yaml,1,,
962,46,7,['reduction'],reduction,torch.nn.functional.poisson_nll_loss.yaml,1,,
921,41,7,['return'],return_indices,torch.nn.functional.adaptive_max_pool3d.yaml,1,,
922,41,7,['return'],return_indices,torch.nn.functional.adaptive_max_pool1d.yaml,1,,
923,41,7,['return'],return_indices,torch.nn.functional.adaptive_max_pool2d.yaml,1,,
924,41,7,['return'],return_counts,torch.unique.yaml,1,,
925,41,7,['return'],return_inverse,torch.unique.yaml,1,,
926,41,7,['return'],return_counts,torch.unique_consecutive.yaml,1,,
927,41,7,['return'],return_inverse,torch.unique_consecutive.yaml,1,,
963,47,7,['target'],target_lengths,torch.nn.functional.ctc_loss.yaml,1,numeric+range,
964,47,7,['target'],target,torch.nn.functional.kl_div.yaml,1,,
965,47,7,['target'],target,torch.nn.functional.binary_cross_entropy.yaml,1,,
966,47,7,['target'],target,torch.nn.functional.nll_loss.yaml,1,,
967,47,7,['target'],target,torch.nn.functional.cross_entropy.yaml,1,,
968,47,7,['target'],target,torch.nn.functional.binary_cross_entropy_with_logits.yaml,1,,
969,47,7,['target'],target,torch.nn.functional.poisson_nll_loss.yaml,1,,
942,44,7,['type'],type_p,torch.distributions.kl.register_kl.yaml,1,,
943,44,7,['type'],type_q,torch.distributions.kl.register_kl.yaml,1,,
944,44,7,['type'],norm_type,torch.nn.utils.clip_grad_norm_.yaml,1,,
945,44,7,['type'],norm_type,torch.nn.functional.embedding.yaml,1,,
946,44,7,['type'],operator_export_type,torch.onnx.export.yaml,1,,
947,44,7,['type'],type1,torch.promote_types.yaml,1,,
948,44,7,['type'],type2,torch.promote_types.yaml,1,,
907,39,7,['value'],padding_value,torch.nn.utils.rnn.pad_sequence.yaml,1,,
908,39,7,['value'],value,torch.addcdiv.yaml,1,,
909,39,7,['value'],clip_value,torch.nn.utils.clip_grad_value_.yaml,1,,
910,39,7,['value'],value,torch.addcmul.yaml,1,,
911,39,7,['value'],value,torch.nn.functional.pad.yaml,1,,
912,39,7,['value'],fill_value,torch.full.yaml,1,,
913,39,7,['value'],padding_value,torch.nn.utils.rnn.pad_packed_sequence.yaml,1,,
935,43,7,['x'],x,torch.trapz.yaml,1,,
936,43,7,['x'],x1,torch.nn.functional.cosine_similarity.yaml,1,,
937,43,7,['x'],x2,torch.nn.functional.cosine_similarity.yaml,1,,
938,43,7,['x'],x1,torch.cdist.yaml,1,,
939,43,7,['x'],x2,torch.cdist.yaml,1,,
940,43,7,['x'],x,torch.where.yaml,1,,
941,43,7,['x'],X,torch.lobpcg.yaml,1,,
1062,63,6,['check'],check_hash,torch.utils.model_zoo.load_url.yaml,1,,
1063,63,6,['check'],check_inputs,torch.jit.trace.yaml,1,,
1064,63,6,['check'],check_tolerance,torch.jit.trace.yaml,1,,
1065,63,6,['check'],check_trace,torch.jit.trace.yaml,1,,
1066,63,6,['check'],check_sparse_nnz,torch.autograd.gradcheck.yaml,1,,
1067,63,6,['check'],check_hash,torch.hub.load_state_dict_from_url.yaml,1,,
1020,56,6,['cuda'],cuda,torch.utils.cpp_extension.include_paths.yaml,1,,
1021,56,6,['cuda'],cuda_sources,torch.utils.cpp_extension.load_inline.yaml,1,,
1022,56,6,['cuda'],extra_cuda_cflags,torch.utils.cpp_extension.load_inline.yaml,1,,
1023,56,6,['cuda'],with_cuda,torch.utils.cpp_extension.load_inline.yaml,1,,
1024,56,6,['cuda'],extra_cuda_cflags,torch.utils.cpp_extension.load.yaml,1,,
1025,56,6,['cuda'],with_cuda,torch.utils.cpp_extension.load.yaml,1,,
1014,55,6,['format'],memory_format,torch.ones_like.yaml,1,,
1015,55,6,['format'],memory_format,torch.empty_like.yaml,1,,
1016,55,6,['format'],memory_format,torch.zeros_like.yaml,1,,
1017,55,6,['format'],use_external_data_format,torch.onnx.export.yaml,1,,
1018,55,6,['format'],memory_format,torch.randn_like.yaml,1,,
1019,55,6,['format'],memory_format,torch.rand_like.yaml,1,,
996,52,6,['include'],count_include_pad,torch.nn.functional.avg_pool3d.yaml,1,,
997,52,6,['include'],count_include_pad,torch.nn.quantized.functional.avg_pool2d.yaml,1,,
998,52,6,['include'],count_include_pad,torch.nn.functional.avg_pool1d.yaml,1,,
999,52,6,['include'],extra_include_paths,torch.utils.cpp_extension.load_inline.yaml,1,,
1000,52,6,['include'],count_include_pad,torch.nn.functional.avg_pool2d.yaml,1,,
1001,52,6,['include'],extra_include_paths,torch.utils.cpp_extension.load.yaml,1,,
1008,54,6,['offset'],storage_offset,torch.as_strided.yaml,1,,
1009,54,6,['offset'],offset,torch.diag_embed.yaml,1,,
1010,54,6,['offset'],offset,torch.triu_indices.yaml,1,,
1011,54,6,['offset'],offset,torch.tril_indices.yaml,1,,
1012,54,6,['offset'],offset,torch.diagonal.yaml,1,,
1013,54,6,['offset'],offset,torch.diagflat.yaml,1,,
1002,53,6,['pad'],count_include_pad,torch.nn.functional.avg_pool3d.yaml,1,,
1003,53,6,['pad'],count_include_pad,torch.nn.quantized.functional.avg_pool2d.yaml,1,,
1004,53,6,['pad'],count_include_pad,torch.nn.functional.avg_pool1d.yaml,1,,
1005,53,6,['pad'],count_include_pad,torch.nn.functional.avg_pool2d.yaml,1,,
1006,53,6,['pad'],pad_mode,torch.stft.yaml,1,,
1007,53,6,['pad'],pad,torch.nn.functional.pad.yaml,1,,
1044,60,6,['reduce'],reduce,torch.nn.functional.kl_div.yaml,1,,
1045,60,6,['reduce'],reduce,torch.nn.functional.binary_cross_entropy.yaml,1,,
1046,60,6,['reduce'],reduce,torch.nn.functional.nll_loss.yaml,1,,
1047,60,6,['reduce'],reduce,torch.nn.functional.cross_entropy.yaml,1,,
1048,60,6,['reduce'],reduce,torch.nn.functional.binary_cross_entropy_with_logits.yaml,1,,
1049,60,6,['reduce'],reduce,torch.nn.functional.poisson_nll_loss.yaml,1,,
984,50,6,"['size', 'average']",size_average,torch.nn.functional.kl_div.yaml,2,,
985,50,6,"['size', 'average']",size_average,torch.nn.functional.binary_cross_entropy.yaml,2,,
986,50,6,"['size', 'average']",size_average,torch.nn.functional.nll_loss.yaml,2,,
987,50,6,"['size', 'average']",size_average,torch.nn.functional.cross_entropy.yaml,2,,
988,50,6,"['size', 'average']",size_average,torch.nn.functional.binary_cross_entropy_with_logits.yaml,2,,
989,50,6,"['size', 'average']",size_average,torch.nn.functional.poisson_nll_loss.yaml,2,,
1052,61,6,['src'],src_tensor,torch.distributed.broadcast_multigpu.yaml,1,tensor,^.*?_tensor\w
1050,61,6,['src'],src,torch.distributed.recv.yaml,1,,
1051,61,6,['src'],src,torch.distributed.broadcast_multigpu.yaml,1,,
1053,61,6,['src'],src,torch.distributed.scatter.yaml,1,,
1054,61,6,['src'],src,torch.distributed.irecv.yaml,1,,
1055,61,6,['src'],src,torch.distributed.broadcast.yaml,1,,
1032,58,6,['state'],new_state,torch.set_rng_state.yaml,1,,
1033,58,6,['state'],new_state,torch.random.set_rng_state.yaml,1,,
1034,58,6,['state'],new_state,torch.random.set_rng_state2.yaml,1,,
1035,58,6,['state'],preserve_rng_state,torch.utils.checkpoint.checkpoint_sequential.yaml,1,,
1036,58,6,['state'],new_state,torch.cuda.set_rng_state.yaml,1,,
1037,58,6,['state'],preserve_rng_state,torch.utils.checkpoint.checkpoint.yaml,1,,
1056,62,6,['std'],std,torch.normal.yaml,1,,
1057,62,6,['std'],std,torch.normal222.yaml,1,,
1058,62,6,['std'],std,torch.normal22.yaml,1,,
1059,62,6,['std'],std,torch.normal2.yaml,1,,
1060,62,6,['std'],std,torch.nn.init.normal_.yaml,1,,
1061,62,6,['std'],std,torch.nn.init.sparse_.yaml,1,,
990,51,6,['strict'],strict,torch.autograd.functional.hvp.yaml,1,,
991,51,6,['strict'],strict,torch.autograd.functional.vjp.yaml,1,,
992,51,6,['strict'],strict,torch.autograd.functional.jvp.yaml,1,,
993,51,6,['strict'],strict,torch.autograd.functional.vhp.yaml,1,,
994,51,6,['strict'],strict,torch.autograd.functional.jacobian.yaml,1,,
995,51,6,['strict'],strict,torch.autograd.functional.hessian.yaml,1,,
1038,59,6,['vec'],vec,torch.mv.yaml,1,ndim=1,
1039,59,6,['vec'],vec1,torch.addr.yaml,1,ndim=2,
1040,59,6,['vec'],vec2,torch.addr.yaml,1,ndim=3,
1041,59,6,['vec'],vec,torch.nn.utils.vector_to_parameters.yaml,1,ndim=4,
1042,59,6,['vec'],vec,torch.addmv.yaml,1,ndim=5,
1043,59,6,['vec'],vec2,torch.ger.yaml,1,ndim=6,
1026,57,6,['zero'],zero_infinity,torch.nn.functional.ctc_loss.yaml,1,,
1027,57,6,['zero'],zero_points,torch.quantize_per_channel.yaml,1,,
1028,57,6,['zero'],zero_point,torch.nn.quantized.functional.linear.yaml,1,,
1029,57,6,['zero'],zero_point,torch.quantize_per_tensor.yaml,1,,
1030,57,6,['zero'],zero_point,torch.nn.quantized.functional.conv2d.yaml,1,,
1031,57,6,['zero'],zero_point,torch.nn.quantized.functional.conv3d.yaml,1,,
1123,75,5,['data'],use_external_data_format,torch.onnx.export.yaml,1,,
1124,75,5,['data'],LU_data,torch.lu_unpack.yaml,1,,
1125,75,5,['data'],unpack_data,torch.lu_unpack.yaml,1,,
1126,75,5,['data'],data,torch.as_tensor.yaml,1,,
1127,75,5,['data'],data,torch.tensor.yaml,1,,
1073,65,5,['end'],end,torch.arange.yaml,1,,
1074,65,5,['end'],end,torch.lerp.yaml,1,,
1075,65,5,['end'],end_dim,torch.flatten.yaml,1,,
1076,65,5,['end'],end,torch.linspace.yaml,1,,
1077,65,5,['end'],end,torch.logspace.yaml,1,,
1093,69,5,['f'],f,torch.save.yaml,1,not useful,
1094,69,5,['f'],f,torch.onnx.export.yaml,1,not useful,
1095,69,5,['f'],f,torch.jit.save.yaml,1,not useful,
1096,69,5,['f'],f,torch.load.yaml,1,not useful,
1097,69,5,['f'],f,torch.jit.load.yaml,1,not useful,
1133,77,5,['mean'],mean,torch.normal.yaml,1,,
1134,77,5,['mean'],mean,torch.normal222.yaml,1,,
1135,77,5,['mean'],mean,torch.normal22.yaml,1,,
1136,77,5,['mean'],mean,torch.normal2.yaml,1,,
1137,77,5,['mean'],mean,torch.nn.init.normal_.yaml,1,,
1068,64,5,"['memory', 'format']",memory_format,torch.ones_like.yaml,2,,
1069,64,5,"['memory', 'format']",memory_format,torch.empty_like.yaml,2,,
1070,64,5,"['memory', 'format']",memory_format,torch.zeros_like.yaml,2,,
1071,64,5,"['memory', 'format']",memory_format,torch.randn_like.yaml,2,,
1072,64,5,"['memory', 'format']",memory_format,torch.rand_like.yaml,2,,
1088,68,5,['new'],_use_new_zipfile_serialization,torch.save.yaml,1,,
1089,68,5,['new'],new_state,torch.set_rng_state.yaml,1,,
1090,68,5,['new'],new_state,torch.random.set_rng_state.yaml,1,,
1091,68,5,['new'],new_state,torch.random.set_rng_state2.yaml,1,,
1092,68,5,['new'],new_state,torch.cuda.set_rng_state.yaml,1,,
1103,71,5,['normalized'],normalized,torch.irfft.yaml,1,,
1104,71,5,['normalized'],normalized,torch.fft.yaml,1,,
1105,71,5,['normalized'],normalized,torch.ifft.yaml,1,,
1106,71,5,['normalized'],normalized,torch.stft.yaml,1,,
1107,71,5,['normalized'],normalized,torch.rfft.yaml,1,,
1098,70,5,['outputs'],gen_non_contig_grad_outputs,torch.autograd.gradgradcheck.yaml,1,,
1099,70,5,['outputs'],grad_outputs,torch.autograd.gradgradcheck.yaml,1,,
1100,70,5,['outputs'],example_outputs,torch.onnx.export.yaml,1,,
1101,70,5,['outputs'],grad_outputs,torch.autograd.grad.yaml,1,,
1102,70,5,['outputs'],outputs,torch.autograd.grad.yaml,1,,
1113,73,5,['parameters'],parameters,torch.nn.utils.clip_grad_norm_.yaml,1,,
1114,73,5,['parameters'],parameters,torch.nn.utils.clip_grad_value_.yaml,1,,
1115,73,5,['parameters'],parameters,torch.nn.utils.prune.global_unstructured.yaml,1,,
1116,73,5,['parameters'],parameters,torch.nn.utils.vector_to_parameters.yaml,1,,
1117,73,5,['parameters'],parameters,torch.nn.utils.parameters_to_vector.yaml,1,,
1128,76,5,['seed'],seed,torch.cuda.manual_seed.yaml,1,,
1129,76,5,['seed'],seed,torch.manual_seed.yaml,1,,
1130,76,5,['seed'],seed,torch.random.manual_seed2.yaml,1,,
1131,76,5,['seed'],seed,torch.random.manual_seed.yaml,1,,
1132,76,5,['seed'],seed,torch.cuda.manual_seed_all.yaml,1,,
1109,72,5,['signal'],signal_sizes,torch.irfft.yaml,1,numeric,
1108,72,5,['signal'],signal_ndim,torch.irfft.yaml,1,,
1110,72,5,['signal'],signal_ndim,torch.fft.yaml,1,,
1111,72,5,['signal'],signal_ndim,torch.ifft.yaml,1,,
1112,72,5,['signal'],signal_ndim,torch.rfft.yaml,1,,
1078,66,5,['start'],start,torch.arange.yaml,1,,
1079,66,5,['start'],start_dim,torch.flatten.yaml,1,,
1080,66,5,['start'],start,torch.linspace.yaml,1,,
1081,66,5,['start'],start,torch.narrow.yaml,1,,
1082,66,5,['start'],start,torch.logspace.yaml,1,,
1083,67,5,['upper'],upper,torch.cholesky.yaml,1,,
1084,67,5,['upper'],upper,torch.triangular_solve.yaml,1,,
1085,67,5,['upper'],upper,torch.cholesky_solve.yaml,1,,
1086,67,5,['upper'],upper,torch.symeig.yaml,1,,
1087,67,5,['upper'],upper,torch.cholesky_inverse.yaml,1,,
1118,74,5,['window'],window_length,torch.hann_window.yaml,1,numeric+range,
1119,74,5,['window'],window,torch.stft.yaml,1,,
1120,74,5,['window'],window_length,torch.hamming_window.yaml,1,numeric+range,
1121,74,5,['window'],window_length,torch.blackman_window.yaml,1,numeric+range,
1122,74,5,['window'],window_length,torch.bartlett_window.yaml,1,numeric+range,