"CPP_API, URL, REGOP"
tensorflow::ops::LogicalNot,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/logical-not.html,"./math_ops.cc:REGISTER_OP(""LogicalNot"")"
tensorflow::ops::LogicalOr,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/logical-or.html,"./math_ops.cc:REGISTER_OP(""LogicalOr"").BINARY_LOGICAL();"
tensorflow::ops::MatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mat-mul.html,"./math_ops.cc:REGISTER_OP(""MatMul"")"
tensorflow::ops::Max,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max.html,"./math_ops.cc:REGISTER_OP(""Max"")"
tensorflow::ops::Maximum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/maximum.html,"./math_ops.cc:REGISTER_OP(""Maximum"")"
tensorflow::ops::Mean,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mean.html,"./math_ops.cc:REGISTER_OP(""Mean"")"
tensorflow::ops::Min,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/min.html,"./math_ops.cc:REGISTER_OP(""Min"")"
tensorflow::ops::Minimum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/minimum.html,"./math_ops.cc:REGISTER_OP(""Minimum"")"
tensorflow::ops::Mod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mod.html,"./math_ops.cc:REGISTER_OP(""Mod"")"
tensorflow::ops::MulNoNan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/mul-no-nan.html,"./math_ops.cc:REGISTER_OP(""MulNoNan"")"
tensorflow::ops::Multiply,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/multiply.html,
tensorflow::ops::Negate,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/negate.html,
tensorflow::ops::NextAfter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/next-after.html,"./math_ops.cc:REGISTER_OP(""NextAfter"")"
tensorflow::ops::NotEqual,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/not-equal.html,"./math_ops.cc:REGISTER_OP(""NotEqual"").EQUALITY_COMPARISON();"
tensorflow::ops::Polygamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/polygamma.html,"./math_ops.cc:REGISTER_OP(""Polygamma"")"
tensorflow::ops::Pow,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/pow.html,"./math_ops.cc:REGISTER_OP(""Pow"")"
tensorflow::ops::Prod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/prod.html,"./math_ops.cc:REGISTER_OP(""Prod"")"
tensorflow::ops::QuantizeDownAndShrinkRange,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantize-down-and-shrink-range.html,"./math_ops.cc:REGISTER_OP(""QuantizeDownAndShrinkRange"")"
tensorflow::ops::QuantizedAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-add.html,"./math_ops.cc:REGISTER_OP(""QuantizedAdd"")"
tensorflow::ops::QuantizedMatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-mat-mul.html,"./math_ops.cc:REGISTER_OP(""QuantizedMatMul"")"
tensorflow::ops::QuantizedMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-mul.html,"./math_ops.cc:REGISTER_OP(""QuantizedMul"")"
tensorflow::ops::Range,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/range.html,"./math_ops.cc:REGISTER_OP(""Range"")"
tensorflow::ops::Real,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/real.html,"./math_ops.cc:REGISTER_OP(""Real"")"
tensorflow::ops::RealDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/real-div.html,"./math_ops.cc:REGISTER_OP(""RealDiv"").BINARY_MORE().SetShapeFn("
tensorflow::ops::Reciprocal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/reciprocal.html,"./math_ops.cc:REGISTER_OP(""Reciprocal"").UNARY();"
tensorflow::ops::RequantizationRange,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/requantization-range.html,"./math_ops.cc:REGISTER_OP(""RequantizationRange"")"
tensorflow::ops::Requantize,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/requantize.html,"./math_ops.cc:REGISTER_OP(""Requantize"")"
tensorflow::ops::Rint,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/rint.html,"./math_ops.cc:REGISTER_OP(""Rint"")"
tensorflow::ops::Round,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/round.html,"./math_ops.cc:REGISTER_OP(""Round"").UNARY();"
tensorflow::ops::Rsqrt,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/rsqrt.html,"./math_ops.cc:REGISTER_OP(""Rsqrt"").UNARY_COMPLEX();"
tensorflow::ops::SegmentMax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-max.html,"./math_ops.cc:REGISTER_OP(""SegmentMax"")"
tensorflow::ops::SegmentMean,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-mean.html,"./math_ops.cc:REGISTER_OP(""SegmentMean"")"
tensorflow::ops::SegmentMin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-min.html,"./math_ops.cc:REGISTER_OP(""SegmentMin"")"
tensorflow::ops::SegmentProd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-prod.html,"./math_ops.cc:REGISTER_OP(""SegmentProd"")"
tensorflow::ops::SegmentSum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/segment-sum.html,"./math_ops.cc:REGISTER_OP(""SegmentSum"")"
tensorflow::ops::SelectV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/select-v2.html,"./math_ops.cc:REGISTER_OP(""SelectV2"")"
tensorflow::ops::Sigmoid,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sigmoid.html,"./math_ops.cc:REGISTER_OP(""Sigmoid"").UNARY_COMPLEX();"
tensorflow::ops::Sign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sign.html,"./math_ops.cc:REGISTER_OP(""Sign"")"
tensorflow::ops::Sin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sin.html,"./math_ops.cc:REGISTER_OP(""Sin"").UNARY_COMPLEX();"
tensorflow::ops::Sinh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sinh.html,"./math_ops.cc:REGISTER_OP(""Sinh"").UNARY_COMPLEX();"
tensorflow::ops::SparseMatMul,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-mat-mul.html,"./math_ops.cc:REGISTER_OP(""SparseMatMul"")"
tensorflow::ops::SparseSegmentMean,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-mean.html,"./math_ops.cc:REGISTER_OP(""SparseSegmentMean"")"
tensorflow::ops::SparseSegmentMeanGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-mean-grad.html,"./math_ops.cc:REGISTER_OP(""SparseSegmentMeanGrad"")"
tensorflow::ops::SparseSegmentMeanWithNumSegments,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-mean-with-num-segments.html,"./math_ops.cc:REGISTER_OP(""SparseSegmentMeanWithNumSegments"")"
tensorflow::ops::SparseSegmentSqrtN,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sqrt-n.html,"./math_ops.cc:REGISTER_OP(""SparseSegmentSqrtN"")"
tensorflow::ops::SparseSegmentSqrtNGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sqrt-n-grad.html,"./math_ops.cc:REGISTER_OP(""SparseSegmentSqrtNGrad"")"
tensorflow::ops::SparseSegmentSqrtNWithNumSegments,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sqrt-n-with-num-segments.html,"./math_ops.cc:REGISTER_OP(""SparseSegmentSqrtNWithNumSegments"")"
tensorflow::ops::SparseSegmentSum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sum.html,"./math_ops.cc:REGISTER_OP(""SparseSegmentSum"")"
tensorflow::ops::SparseSegmentSumWithNumSegments,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-segment-sum-with-num-segments.html,"./math_ops.cc:REGISTER_OP(""SparseSegmentSumWithNumSegments"")"
tensorflow::ops::Sqrt,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sqrt.html,"./math_ops.cc:REGISTER_OP(""Sqrt"").UNARY_COMPLEX();"
tensorflow::ops::Square,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/square.html,"./math_ops.cc:REGISTER_OP(""Square"").UNARY();"
tensorflow::ops::SquaredDifference,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/squared-difference.html,"./math_ops.cc:REGISTER_OP(""SquaredDifference"")"
tensorflow::ops::Subtract,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/subtract.html,
tensorflow::ops::Sum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sum.html,"./math_ops.cc:REGISTER_OP(""Sum"")"
tensorflow::ops::Tan,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tan.html,"./math_ops.cc:REGISTER_OP(""Tan"").UNARY();"
tensorflow::ops::Tanh,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/tanh.html,"./math_ops.cc:REGISTER_OP(""Tanh"").UNARY_COMPLEX();"
tensorflow::ops::TruncateDiv,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/truncate-div.html,"./math_ops.cc:REGISTER_OP(""TruncateDiv"")"
tensorflow::ops::TruncateMod,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/truncate-mod.html,"./math_ops.cc:REGISTER_OP(""TruncateMod"")"
tensorflow::ops::UnsortedSegmentMax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-max.html,"./math_ops.cc:REGISTER_OP(""UnsortedSegmentMax"")"
tensorflow::ops::UnsortedSegmentMin,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-min.html,"./math_ops.cc:REGISTER_OP(""UnsortedSegmentMin"")"
tensorflow::ops::UnsortedSegmentProd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-prod.html,"./math_ops.cc:REGISTER_OP(""UnsortedSegmentProd"")"
tensorflow::ops::UnsortedSegmentSum,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/unsorted-segment-sum.html,"./math_ops.cc:REGISTER_OP(""UnsortedSegmentSum"")"
tensorflow::ops::Where3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/where3.html,
tensorflow::ops::Xdivy,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/xdivy.html,"./math_ops.cc:REGISTER_OP(""Xdivy"")"
tensorflow::ops::Xlogy,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/xlogy.html,"./math_ops.cc:REGISTER_OP(""Xlogy"")"
tensorflow::ops::Zeta,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/zeta.html,"./math_ops.cc:REGISTER_OP(""Zeta"")"
tensorflow::ops::AvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/avg-pool.html,"./nn_ops.cc:REGISTER_OP(""AvgPool"")"
tensorflow::ops::AvgPool3D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/avg-pool3-d.html,"./nn_ops.cc:REGISTER_OP(""AvgPool3D"")"
tensorflow::ops::AvgPool3DGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/avg-pool3-d-grad.html,"./nn_ops.cc:REGISTER_OP(""AvgPool3DGrad"")"
tensorflow::ops::BiasAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bias-add.html,"./nn_ops.cc:REGISTER_OP(""BiasAdd"")"
tensorflow::ops::BiasAddGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/bias-add-grad.html,"./nn_ops.cc:REGISTER_OP(""BiasAddGrad"")"
tensorflow::ops::Conv2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv2-d.html,"./nn_ops.cc:REGISTER_OP(""Conv2D"")"
tensorflow::ops::Conv2DBackpropFilter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv2-d-backprop-filter.html,"./nn_ops.cc:REGISTER_OP(""Conv2DBackpropFilter"")"
tensorflow::ops::Conv2DBackpropInput,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv2-d-backprop-input.html,"./nn_ops.cc:REGISTER_OP(""Conv2DBackpropInput"")"
tensorflow::ops::Conv3D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv3-d.html,"./nn_ops.cc:REGISTER_OP(""Conv3D"")"
tensorflow::ops::Conv3DBackpropFilterV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv3-d-backprop-filter-v2.html,"./nn_ops.cc:REGISTER_OP(""Conv3DBackpropFilterV2"")"
tensorflow::ops::Conv3DBackpropInputV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/conv3-d-backprop-input-v2.html,"./nn_ops.cc:REGISTER_OP(""Conv3DBackpropInputV2"")"
tensorflow::ops::DataFormatDimMap,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/data-format-dim-map.html,"./nn_ops.cc:REGISTER_OP(""DataFormatDimMap"")"
tensorflow::ops::DataFormatVecPermute,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/data-format-vec-permute.html,"./nn_ops.cc:REGISTER_OP(""DataFormatVecPermute"")"
tensorflow::ops::DepthwiseConv2dNative,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/depthwise-conv2d-native.html,"./nn_ops.cc:REGISTER_OP(""DepthwiseConv2dNative"")"
tensorflow::ops::DepthwiseConv2dNativeBackpropFilter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/depthwise-conv2d-native-backprop-filter.html,"./nn_ops.cc:REGISTER_OP(""DepthwiseConv2dNativeBackpropFilter"")"
tensorflow::ops::DepthwiseConv2dNativeBackpropInput,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/depthwise-conv2d-native-backprop-input.html,"./nn_ops.cc:REGISTER_OP(""DepthwiseConv2dNativeBackpropInput"")"
tensorflow::ops::Dilation2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/dilation2-d.html,"./nn_ops.cc:REGISTER_OP(""Dilation2D"")"
tensorflow::ops::Dilation2DBackpropFilter,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/dilation2-d-backprop-filter.html,"./nn_ops.cc:REGISTER_OP(""Dilation2DBackpropFilter"")"
tensorflow::ops::Dilation2DBackpropInput,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/dilation2-d-backprop-input.html,"./nn_ops.cc:REGISTER_OP(""Dilation2DBackpropInput"")"
tensorflow::ops::Elu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/elu.html,"./nn_ops.cc:REGISTER_OP(""Elu"")"
tensorflow::ops::FractionalAvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fractional-avg-pool.html,"./nn_ops.cc:REGISTER_OP(""FractionalAvgPool"")"
tensorflow::ops::FractionalMaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fractional-max-pool.html,"./nn_ops.cc:REGISTER_OP(""FractionalMaxPool"")"
tensorflow::ops::FusedBatchNorm,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm.html,"./nn_ops.cc:REGISTER_OP(""FusedBatchNorm"")"
tensorflow::ops::FusedBatchNormGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-grad.html,"./nn_ops.cc:REGISTER_OP(""FusedBatchNormGrad"")"
tensorflow::ops::FusedBatchNormGradV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-grad-v2.html,"./nn_ops.cc:REGISTER_OP(""FusedBatchNormGradV2"")"
tensorflow::ops::FusedBatchNormGradV3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-grad-v3.html,"./nn_ops.cc:REGISTER_OP(""FusedBatchNormGradV3"")"
tensorflow::ops::FusedBatchNormV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-v2.html,"./nn_ops.cc:REGISTER_OP(""FusedBatchNormV2"")"
tensorflow::ops::FusedBatchNormV3,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm-v3.html,"./nn_ops.cc:REGISTER_OP(""FusedBatchNormV3"")"
tensorflow::ops::FusedPadConv2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-pad-conv2-d.html,"./nn_ops.cc:REGISTER_OP(""FusedPadConv2D"")"
tensorflow::ops::FusedResizeAndPadConv2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-resize-and-pad-conv2-d.html,"./nn_ops.cc:REGISTER_OP(""FusedResizeAndPadConv2D"")"
tensorflow::ops::InTopK,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/in-top-k.html,"./nn_ops.cc:REGISTER_OP(""InTopK"")"
tensorflow::ops::InTopKV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/in-top-k-v2.html,"./nn_ops.cc:REGISTER_OP(""InTopKV2"")"
tensorflow::ops::L2Loss,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/l2-loss.html,"./nn_ops.cc:REGISTER_OP(""L2Loss"")"
tensorflow::ops::LRN,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/l-r-n.html,"./nn_ops.cc:REGISTER_OP(""LRN"")"
tensorflow::ops::LogSoftmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/log-softmax.html,"./nn_ops.cc:REGISTER_OP(""LogSoftmax"")"
tensorflow::ops::MaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool.html,"./nn_ops.cc:REGISTER_OP(""MaxPool"")"
tensorflow::ops::MaxPool3D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool3-d.html,"./nn_ops.cc:REGISTER_OP(""MaxPool3D"")"
tensorflow::ops::MaxPool3DGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool3-d-grad.html,"./nn_ops.cc:REGISTER_OP(""MaxPool3DGrad"")"
tensorflow::ops::MaxPool3DGradGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool3-d-grad-grad.html,"./nn_ops.cc:REGISTER_OP(""MaxPool3DGradGrad"")"
tensorflow::ops::MaxPoolGradGrad,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-grad-grad.html,"./nn_ops.cc:REGISTER_OP(""MaxPoolGradGrad"")"
tensorflow::ops::MaxPoolGradGradV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-grad-grad-v2.html,"./nn_ops.cc:REGISTER_OP(""MaxPoolGradGradV2"")"
tensorflow::ops::MaxPoolGradGradWithArgmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-grad-grad-with-argmax.html,"./nn_ops.cc:REGISTER_OP(""MaxPoolGradGradWithArgmax"")"
tensorflow::ops::MaxPoolGradV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-grad-v2.html,"./nn_ops.cc:REGISTER_OP(""MaxPoolGradV2"")"
tensorflow::ops::MaxPoolV2,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-v2.html,"./nn_ops.cc:REGISTER_OP(""MaxPoolV2"")"
tensorflow::ops::MaxPoolWithArgmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/max-pool-with-argmax.html,"./nn_ops.cc:REGISTER_OP(""MaxPoolWithArgmax"")"
tensorflow::ops::NthElement,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/nth-element.html,"./nn_ops.cc:REGISTER_OP(""NthElement"")"
tensorflow::ops::QuantizedAvgPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-avg-pool.html,"./nn_ops.cc:REGISTER_OP(""QuantizedAvgPool"")"
tensorflow::ops::QuantizedBatchNormWithGlobalNormalization,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-batch-norm-with-global-normalization.html,"./nn_ops.cc:REGISTER_OP(""QuantizedBatchNormWithGlobalNormalization"")"
tensorflow::ops::QuantizedBiasAdd,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-bias-add.html,"./nn_ops.cc:REGISTER_OP(""QuantizedBiasAdd"")"
tensorflow::ops::QuantizedConv2D,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-conv2-d.html,"./nn_ops.cc:REGISTER_OP(""QuantizedConv2D"")"
tensorflow::ops::QuantizedMaxPool,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-max-pool.html,"./nn_ops.cc:REGISTER_OP(""QuantizedMaxPool"")"
tensorflow::ops::QuantizedRelu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-relu.html,"./nn_ops.cc:REGISTER_OP(""QuantizedRelu"")"
tensorflow::ops::QuantizedRelu6,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-relu6.html,"./nn_ops.cc:REGISTER_OP(""QuantizedRelu6"")"
tensorflow::ops::QuantizedReluX,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/quantized-relu-x.html,"./nn_ops.cc:REGISTER_OP(""QuantizedReluX"")"
tensorflow::ops::Relu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/relu.html,"./nn_ops.cc:REGISTER_OP(""Relu"")"
tensorflow::ops::Relu6,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/relu6.html,"./nn_ops.cc:REGISTER_OP(""Relu6"")"
tensorflow::ops::Selu,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/selu.html,"./nn_ops.cc:REGISTER_OP(""Selu"")"
tensorflow::ops::Softmax,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softmax.html,"./nn_ops.cc:REGISTER_OP(""Softmax"")"
tensorflow::ops::SoftmaxCrossEntropyWithLogits,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softmax-cross-entropy-with-logits.html,"./nn_ops.cc:REGISTER_OP(""SoftmaxCrossEntropyWithLogits"")"
tensorflow::ops::Softplus,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softplus.html,"./nn_ops.cc:REGISTER_OP(""Softplus"")"
tensorflow::ops::Softsign,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/softsign.html,"./nn_ops.cc:REGISTER_OP(""Softsign"")"
tensorflow::ops::SparseSoftmaxCrossEntropyWithLogits,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/sparse-softmax-cross-entropy-with-logits.html,"./nn_ops.cc:REGISTER_OP(""SparseSoftmaxCrossEntropyWithLogits"")"
tensorflow::ops::TopK,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/top-k.html,"./nn_ops.cc:REGISTER_OP(""TopK"")"
tensorflow::ops::NoOp,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/no-op.html,
tensorflow::ops::DecodeCSV,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-c-s-v.html,"./parsing_ops.cc:REGISTER_OP(""DecodeCSV"")"
tensorflow::ops::DecodeCompressed,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-compressed.html,"./parsing_ops.cc:REGISTER_OP(""DecodeCompressed"")"
tensorflow::ops::DecodeJSONExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-j-s-o-n-example.html,"./parsing_ops.cc:REGISTER_OP(""DecodeJSONExample"")"
tensorflow::ops::DecodePaddedRaw,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-padded-raw.html,"./parsing_ops.cc:REGISTER_OP(""DecodePaddedRaw"")"
tensorflow::ops::DecodeRaw,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/decode-raw.html,"./parsing_ops.cc:REGISTER_OP(""DecodeRaw"")"
tensorflow::ops::ParseExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-example.html,"./parsing_ops.cc:REGISTER_OP(""ParseExample"")"
tensorflow::ops::ParseSequenceExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-sequence-example.html,"./parsing_ops.cc:REGISTER_OP(""ParseSequenceExample"")"
tensorflow::ops::ParseSingleExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-single-example.html,"./parsing_ops.cc:REGISTER_OP(""ParseSingleExample"")"
tensorflow::ops::ParseSingleSequenceExample,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-single-sequence-example.html,"./parsing_ops.cc:REGISTER_OP(""ParseSingleSequenceExample"")"
tensorflow::ops::ParseTensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parse-tensor.html,"./parsing_ops.cc:REGISTER_OP(""ParseTensor"")"
tensorflow::ops::SerializeTensor,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/serialize-tensor.html,"./parsing_ops.cc:REGISTER_OP(""SerializeTensor"")"
tensorflow::ops::StringToNumber,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/string-to-number.html,"./parsing_ops.cc:REGISTER_OP(""StringToNumber"")"
tensorflow::ops::Multinomial,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/multinomial.html,"./random_ops.cc:REGISTER_OP(""Multinomial"")"
tensorflow::ops::ParameterizedTruncatedNormal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/parameterized-truncated-normal.html,"./random_ops.cc:REGISTER_OP(""ParameterizedTruncatedNormal"")"
tensorflow::ops::RandomGamma,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-gamma.html,"./random_ops.cc:REGISTER_OP(""RandomGamma"")"
tensorflow::ops::RandomNormal,https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/random-normal.html,
