File,Arg,Type,Constr,Descp
mxnet.io.ImageRecordIter,path_imglist,nonprim_dtype,['list'],Path to the image list (.lst) file. Generally created with tools/im2rec.py. Format (Tab separated): <index of record>       <one or more labels>    <relative path from root folder>.
mxnet.gluon.nn.Conv1DTranspose,bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.gluon.nn.Conv1DTranspose,use_bias,nonprim_dtype,['list'],Whether the layer uses a bias vector.
mxnet.ndarray.op.Pooling,kernel,nonprim_dtype,['tuple'],"Pooling kernel size: (y, x) or (d, y, x)"
mxnet.ndarray.op.Pooling,pad,nonprim_dtype,['tuple'],"Pad for pooling: (y, x) or (d, y, x). Defaults to no padding."
mxnet.ndarray.op.Pooling,stride,nonprim_dtype,['tuple'],"Stride: for pooling (y, x) or (d, y, x). Defaults to 1 for each dimension."
mxnet.ndarray.contrib.requantize,out_type,prim_dtype,"['numpy.int8', 'numpy.uint8']",Output data type. auto can be specified to automatically determine output type according to min_calib_range.
mxnet.ndarray.Deconvolution,adj,nonprim_dtype,['tuple'],"Adjustment for output shape: (w,), (h, w) or (d, h, w). If target_shape is set, adj will be ignored and computed accordingly."
mxnet.ndarray.Deconvolution,dilate,nonprim_dtype,['tuple'],"Dilation factor for each dimension of the input: (w,), (h, w) or (d, h, w). Defaults to 1 for each dimension."
mxnet.ndarray.Deconvolution,kernel,nonprim_dtype,['tuple'],"Deconvolution kernel size: (w,), (h, w) or (d, h, w). This is same as the kernel size used for the corresponding convolution"
mxnet.ndarray.Deconvolution,pad,nonprim_dtype,['tuple'],"The amount of implicit zero padding added during convolution for each dimension of the input: (w,), (h, w) or (d, h, w). `(kernel-1)/2` is usually a good choice. If target_shape is set, pad will be ignored and a padding that will generate the target shape will be used. Defaults to no padding."
mxnet.ndarray.Deconvolution,stride,nonprim_dtype,['tuple'],"The stride used for the corresponding convolution: (w,), (h, w) or (d, h, w). Defaults to 1 for each dimension."
mxnet.ndarray.Deconvolution,target_shape,nonprim_dtype,"['tensor', 'tuple']","Shape of the output tensor: (w,), (h, w) or (d, h, w)."
mxnet.ndarray.ROIPooling,pooled_size,nonprim_dtype,['tuple'],"ROI pooling output shape (h,w)"
mxnet.image.fixed_crop,size,nonprim_dtype,['tuple'],"Optional, resize to new size after cropping"
mxnet.ndarray.slice,begin,nonprim_dtype,['tuple'],"starting indices for the slice operation, supports negative indices."
mxnet.ndarray.slice,end,nonprim_dtype,['tuple'],"ending indices for the slice operation, supports negative indices."
mxnet.ndarray.slice,step,nonprim_dtype,['tuple'],"step for the slice operation, supports negative values."
mxnet.contrib.ndarray.MultiProposal,ratios,prim_dtype,['float'],Used to generate anchor windows by enumerating ratios
mxnet.contrib.ndarray.MultiProposal,ratios,nonprim_dtype,['tuple'],Used to generate anchor windows by enumerating ratios
mxnet.contrib.ndarray.MultiProposal,scales,prim_dtype,['float'],Used to generate anchor windows by enumerating scales
mxnet.contrib.ndarray.MultiProposal,scales,nonprim_dtype,['tuple'],Used to generate anchor windows by enumerating scales
mxnet.ndarray.op.sample_generalized_negative_binomial,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.sample_generalized_negative_binomial,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.ndarray.op.sample_multinomial,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.uint8']",DType of the output in case this can't be inferred.
mxnet.ndarray.op.sample_multinomial,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.contrib.ndarray.BilinearResize2D,mode,prim_dtype,['int'],"resizing mode. ""simple"" - output height equals parameter ""height"" if ""scale_height"" parameter is not defined or input height multiplied by ""scale_height"" otherwise. Same for width;""odd_scale"" - if original height or width is odd, then result height is calculated like result_h = (original_h - 1) * scale + 1; for scale > 1 the result shape would be like if we did deconvolution with kernel = (1, 1) and stride = (height_scale, width_scale); and for scale < 1 shape would be like we did convolution with kernel = (1, 1) and stride = (int(1 / height_scale), int( 1/ width_scale);""like"" - resize first input to the height and width of second input; ""to_even_down"" - resize input to nearest lower even height and width (if original height is odd then result height = original height - 1);""to_even_up"" - resize input to nearest bigger even height and width (if original height is odd then result height = original height + 1);""to_odd_down"" - resize input to nearest odd height and width (if original height is odd then result height = original height - 1);""to_odd_up"" - resize input to nearest odd height and width (if original height is odd then result height = original height + 1);"
mxnet.ndarray.random_generalized_negative_binomial,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.random_generalized_negative_binomial,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.ndarray.sample_normal,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.sample_normal,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.ndarray.op.norm,out_dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8']",The data type of the output.
mxnet.gluon.model_zoo.vision.vgg13_bn,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.op.sample_gamma,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.sample_gamma,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.ndarray.one_hot,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",DType of the output
mxnet.gluon.nn.BatchNorm,center,prim_dtype,['boolean'],"If True, add offset of beta to normalized tensor. If False, beta is ignored."
mxnet.gluon.nn.BatchNorm,scale,prim_dtype,['boolean'],"If True, multiply by gamma. If False, gamma is not used. When the next layer is linear (also e.g. nn.relu), this can be disabled since the scaling will be done by the next layer."
mxnet.gluon.nn.BatchNorm,use_global_stats,prim_dtype,['boolean'],"If True, use global moving statistics instead of local batch-norm. This will force change batch-norm into a scale shift operator. If False, use local batch-norm."
mxnet.gluon.contrib.rnn.Conv1DGRUCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the recurrent convolution bias vectors.
mxnet.gluon.contrib.rnn.Conv1DGRUCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the input convolution bias vectors.
mxnet.gluon.model_zoo.vision.squeezenet1_0,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.gluon.contrib.rnn.Conv2DLSTMCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the recurrent convolution bias vectors.
mxnet.gluon.contrib.rnn.Conv2DLSTMCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the input convolution bias vectors.
mxnet.gluon.utils.clip_global_norm,check_isfinite,prim_dtype,['boolean'],"If True, check that the total_norm is finite (not nan or inf). This requires a blocking .asscalar() call."
mxnet.gluon.contrib.rnn.Conv1DRNNCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the recurrent convolution bias vectors.
mxnet.gluon.contrib.rnn.Conv1DRNNCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the input convolution bias vectors.
mxnet.gluon.nn.MaxPool3D,ceil_mode,prim_dtype,['boolean'],"When True, will use ceil instead of floor to compute the output shape."
mxnet.gluon.model_zoo.vision.inception_v3,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.scatter_nd,shape,nonprim_dtype,['tuple'],Shape of output.
mxnet.ndarray.op.SequenceLast,axis,nonprim_dtype,['list'],The sequence axis. Only values of 0 and 1 are currently supported.
mxnet.ndarray.op.SequenceLast,use_sequence_length,nonprim_dtype,['list'],"If set to true, this layer takes in an extra input parameter sequence_length to specify variable length sequence"
mxnet.gluon.nn.MaxPool1D,ceil_mode,prim_dtype,['boolean'],"When True, will use ceil instead of floor to compute the output shape."
mxnet.ndarray.contrib.Proposal,ratios,prim_dtype,['float'],Used to generate anchor windows by enumerating ratios
mxnet.ndarray.contrib.Proposal,ratios,nonprim_dtype,['tuple'],Used to generate anchor windows by enumerating ratios
mxnet.ndarray.contrib.Proposal,scales,prim_dtype,['float'],Used to generate anchor windows by enumerating scales
mxnet.ndarray.contrib.Proposal,scales,nonprim_dtype,['tuple'],Used to generate anchor windows by enumerating scales
mxnet.ndarray.op.random_exponential,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.random_exponential,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.gluon.model_zoo.vision.resnet152_v2,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.broadcast_axis,axis,nonprim_dtype,['tuple'],The axes to perform the broadcasting.
mxnet.ndarray.broadcast_axis,size,nonprim_dtype,['tuple'],Target sizes of the broadcasting axes.
mxnet.contrib.ndarray.CTCLoss,use_data_lengths,nonprim_dtype,['list'],"Whether the data lenghts are decided by data_lengths. If false, the lengths are equal to the max sequence length."
mxnet.gluon.nn.AvgPool2D,ceil_mode,prim_dtype,['boolean'],"When True, will use ceil instead of floor to compute the output shape."
mxnet.gluon.nn.AvgPool2D,count_include_pad,prim_dtype,['boolean'],"When 'False', will exclude padding elements when computing the average value."
mxnet.test_utils.assert_almost_equal,mismatches,nonprim_dtype,['tuple'],Maximum number of mismatches to be printed (mismatches[0]) and determine (mismatches[1])
mxnet.gluon.nn.InstanceNorm,center,prim_dtype,['boolean'],"If True, add offset of beta to normalized tensor. If False, beta is ignored."
mxnet.gluon.nn.InstanceNorm,scale,prim_dtype,['boolean'],"If True, multiply by gamma. If False, gamma is not used. When the next layer is linear (also e.g. nn.relu), this can be disabled since the scaling will be done by the next layer."
mxnet.test_utils.numeric_grad,dtype,nonprim_dtype,['ndarray'],Datatype for mx.nd.array.
mxnet.gluon.model_zoo.vision.vgg13,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.op.sample_exponential,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.sample_exponential,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.ndarray.random_gamma,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.random_gamma,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.ndarray.sample_uniform,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.sample_uniform,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.ndarray.random.negative_binomial,ctx,nonprim_dtype,['ndarray'],Device context of output. Default is current context. Overridden by k.context when k is an NDArray.
mxnet.ndarray.random.negative_binomial,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",Data type of output samples. Default is 'float32'
mxnet.ndarray.cast,dtype,prim_dtype,"['boolean', 'numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Output data type.
mxnet.ndarray.op.random_normal,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.random_normal,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.gluon.model_zoo.vision.vgg16_bn,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.gluon.contrib.rnn.Conv2DGRUCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the recurrent convolution bias vectors.
mxnet.gluon.contrib.rnn.Conv2DGRUCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the input convolution bias vectors.
mxnet.image.imread,to_rgb,prim_dtype,['boolean'],True for RGB formatted output (MXNet default). False for BGR formatted output (OpenCV default).
mxnet.ndarray.log_softmax,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to the same as input's dtype if not defined (dtype=None).
mxnet.ndarray.multi_mp_sgd_mom_update,lrs,prim_dtype,['float'],Learning rates.
mxnet.ndarray.multi_mp_sgd_mom_update,lrs,nonprim_dtype,['tuple'],Learning rates.
mxnet.ndarray.multi_mp_sgd_mom_update,wds,prim_dtype,['float'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.multi_mp_sgd_mom_update,wds,nonprim_dtype,['tuple'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.op.amp_cast,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Output data type.
mxnet.contrib.ndarray.quantize,out_type,prim_dtype,"['numpy.int8', 'numpy.uint8']",Output data type.
mxnet.ndarray.op.RNN,state_size,prim_dtype,['int'],size of the state for each layer
mxnet.ndarray.op.RNN,use_sequence_length,nonprim_dtype,['list'],"If set to true, this layer takes in an extra input parameter sequence_length to specify variable length sequence"
mxnet.recordio.pack_img,header,nonprim_dtype,['ndarray'],Header of the image record. `header.label` can be a number or an array. See more detail in `IRHeader`.
mxnet.recordio.pack_img,img,nonprim_dtype,['ndarray'],Image to be packed.
mxnet.image.copyMakeBorder,values,prim_dtype,['numpy.double'],"Fill with value(RGB[A] or gray), up to 4 channels."
mxnet.image.copyMakeBorder,values,nonprim_dtype,['tuple'],"Fill with value(RGB[A] or gray), up to 4 channels."
mxnet.gluon.model_zoo.vision.get_resnet,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.io.MNISTIter,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Output data type. `None` means no change.
mxnet.io.MNISTIter,image,prim_dtype,['string'],Dataset Param: Mnist image path.
mxnet.io.MNISTIter,label,prim_dtype,['string'],Dataset Param: Mnist label path.
mxnet.ndarray.op.reverse,axis,nonprim_dtype,['tuple'],The axis which to reverse elements.
mxnet.ndarray.from_numpy,ndarray,nonprim_dtype,['ndarray'],input data
mxnet.ndarray.from_numpy,zero_copy,nonprim_dtype,['ndarray'],"Whether we use DLPack's zero-copy conversion to convert to MXNet's NDArray. This is only available for c-contiguous arrays, i.e. array.flags[C_CONTIGUOUS] == True."
mxnet.ndarray.op.SpatialTransformer,target_shape,nonprim_dtype,['tuple'],"output shape(h, w) of spatial transformer: (y, x)"
mxnet.ndarray.contrib.ROIAlign,pooled_size,nonprim_dtype,['tuple'],"ROI Align output roi feature map height and width: (h, w)"
mxnet.gluon.contrib.nn.SyncBatchNorm,center,prim_dtype,['boolean'],"If True, add offset of beta to normalized tensor. If False, beta is ignored."
mxnet.gluon.contrib.nn.SyncBatchNorm,scale,prim_dtype,['boolean'],"If True, multiply by gamma. If False, gamma is not used. When the next layer is linear (also e.g. nn.relu), this can be disabled since the scaling will be done by the next layer."
mxnet.gluon.contrib.nn.SyncBatchNorm,use_global_stats,prim_dtype,['boolean'],"If True, use global moving statistics instead of local batch-norm. This will force change batch-norm into a scale shift operator. If False, use local batch-norm."
mxnet.ndarray.reverse,axis,nonprim_dtype,['tuple'],The axis which to reverse elements.
mxnet.gluon.model_zoo.vision.resnet152_v1,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.gluon.model_zoo.vision.densenet161,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.op.one_hot,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",DType of the output
mxnet.gluon.utils.download,verify_ssl,prim_dtype,['boolean'],Verify SSL certificates.
mxnet.gluon.model_zoo.vision.resnet18_v2,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.gluon.model_zoo.vision.resnet50_v1,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.op.GridGenerator,target_shape,nonprim_dtype,['tuple'],"Specifies the output shape (H, W). This is required if transformation type is affine. If transformation type is warp, this parameter is ignored."
mxnet.contrib.ndarray.Proposal,ratios,prim_dtype,['float'],Used to generate anchor windows by enumerating ratios
mxnet.contrib.ndarray.Proposal,ratios,nonprim_dtype,['tuple'],Used to generate anchor windows by enumerating ratios
mxnet.contrib.ndarray.Proposal,scales,prim_dtype,['float'],Used to generate anchor windows by enumerating scales
mxnet.contrib.ndarray.Proposal,scales,nonprim_dtype,['tuple'],Used to generate anchor windows by enumerating scales
mxnet.gluon.contrib.rnn.Conv3DRNNCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the recurrent convolution bias vectors.
mxnet.gluon.contrib.rnn.Conv3DRNNCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the input convolution bias vectors.
mxnet.ndarray.random_poisson,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.random_poisson,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.gluon.nn.AvgPool3D,ceil_mode,prim_dtype,['boolean'],"When True, will use ceil instead of floor to compute the output shape."
mxnet.gluon.nn.AvgPool3D,count_include_pad,prim_dtype,['boolean'],"When 'False', will exclude padding elements when computing the average value."
mxnet.gluon.nn.AvgPool1D,ceil_mode,prim_dtype,['boolean'],"When True, will use ceil instead of floor to compute the output shape."
mxnet.gluon.nn.AvgPool1D,count_include_pad,prim_dtype,['boolean'],"When 'False', will exclude padding elements when computing the average value."
mxnet.ndarray.contrib.quantize_v2,out_type,prim_dtype,"['numpy.int8', 'numpy.uint8']",Output data type. auto can be specified to automatically determine output type according to min_calib_range.
mxnet.ndarray.random.gamma,ctx,nonprim_dtype,['ndarray'],Device context of output. Default is current context. Overridden by alpha.context when alpha is an NDArray.
mxnet.ndarray.random.gamma,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",Data type of output samples. Default is 'float32'
mxnet.ndarray.Pooling,kernel,nonprim_dtype,['tuple'],"Pooling kernel size: (y, x) or (d, y, x)"
mxnet.ndarray.Pooling,pad,nonprim_dtype,['tuple'],"Pad for pooling: (y, x) or (d, y, x). Defaults to no padding."
mxnet.ndarray.Pooling,stride,nonprim_dtype,['tuple'],"Stride: for pooling (y, x) or (d, y, x). Defaults to 1 for each dimension."
mxnet.ndarray.op.cast,dtype,prim_dtype,"['boolean', 'numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Output data type.
mxnet.image.CreateAugmenter,inter_method,prim_dtype,['int'],"Interpolation method for all resizing operations Possible values: 0: Nearest Neighbors Interpolation. 1: Bilinear interpolation. 2: Bicubic interpolation over 4x4 pixel neighborhood. 3: Area-based (resampling using pixel area relation). It may be a preferred method for image decimation, as it gives moire-free results. But when the image is zoomed, it is similar to the Nearest Neighbors method. (used by default). 4: Lanczos interpolation over 8x8 pixel neighborhood. 9: Cubic for enlarge, area for shrink, bilinear for others 10: Random select from interpolation method metioned above. Note: When shrinking an image, it will generally look best with AREA-based interpolation, whereas, when enlarging an image, it will generally look best with Bicubic (slow) or Bilinear (faster but still looks OK). "
mxnet.image.CreateAugmenter,mean,nonprim_dtype,['ndarray'],"Mean pixel values for [r, g, b]"
mxnet.image.CreateAugmenter,std,nonprim_dtype,['ndarray'],"Standard deviations for [r, g, b]"
mxnet.ndarray.op.random_generalized_negative_binomial,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.random_generalized_negative_binomial,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.ndarray.sample_generalized_negative_binomial,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.sample_generalized_negative_binomial,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.ndarray.random.exponential,ctx,nonprim_dtype,['ndarray'],Device context of output. Default is current context. Overridden by scale.context when scale is an NDArray.
mxnet.ndarray.random.exponential,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",Data type of output samples. Default is 'float32'
mxnet.contrib.ndarray.quantized_pooling,kernel,nonprim_dtype,['tuple'],"Pooling kernel size: (y, x) or (d, y, x)"
mxnet.contrib.ndarray.quantized_pooling,pad,nonprim_dtype,['tuple'],"Pad for pooling: (y, x) or (d, y, x). Defaults to no padding."
mxnet.contrib.ndarray.quantized_pooling,stride,nonprim_dtype,['tuple'],"Stride: for pooling (y, x) or (d, y, x). Defaults to 1 for each dimension."
mxnet.ndarray.contrib.MultiBoxPrior,offsets,prim_dtype,['float'],"Priorbox center offsets, y and x respectively"
mxnet.ndarray.contrib.MultiBoxPrior,offsets,nonprim_dtype,['tuple'],"Priorbox center offsets, y and x respectively"
mxnet.ndarray.contrib.MultiBoxPrior,ratios,prim_dtype,['float'],List of aspect ratios of generated MultiBoxPriores.
mxnet.ndarray.contrib.MultiBoxPrior,ratios,nonprim_dtype,"['list', 'tuple']",List of aspect ratios of generated MultiBoxPriores.
mxnet.ndarray.contrib.MultiBoxPrior,sizes,prim_dtype,['float'],List of sizes of generated MultiBoxPriores.
mxnet.ndarray.contrib.MultiBoxPrior,sizes,nonprim_dtype,"['list', 'tuple']",List of sizes of generated MultiBoxPriores.
mxnet.ndarray.contrib.MultiBoxPrior,steps,prim_dtype,['float'],"Priorbox step across y and x, -1 for auto calculation."
mxnet.ndarray.contrib.MultiBoxPrior,steps,nonprim_dtype,['tuple'],"Priorbox step across y and x, -1 for auto calculation."
mxnet.gluon.rnn.GRUCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.gluon.rnn.GRUCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.ndarray.op.LRN,nsize,prim_dtype,['int'],normalization window width in elements.
mxnet.ndarray.op.random_poisson,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.random_poisson,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.ndarray.contrib.SparseEmbedding,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Data type of weight.
mxnet.ndarray.contrib.SparseEmbedding,output_dim,nonprim_dtype,['list'],Dimension of the embedding vectors.
mxnet.ndarray.multi_all_finite,num_arrays,nonprim_dtype,['ndarray'],Number of arrays.
mxnet.gluon.model_zoo.vision.vgg19,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.ctc_loss,use_data_lengths,nonprim_dtype,['list'],"Whether the data lenghts are decided by data_lengths. If false, the lengths are equal to the max sequence length."
mxnet.ndarray.contrib.AdaptiveAvgPooling2D,output_size,nonprim_dtype,['tuple'],"int (output size) or a tuple of int for output (height, width)."
mxnet.image.random_crop,src,nonprim_dtype,['ndarray'],
mxnet.ndarray.contrib.MultiProposal,ratios,prim_dtype,['float'],Used to generate anchor windows by enumerating ratios
mxnet.ndarray.contrib.MultiProposal,ratios,nonprim_dtype,['tuple'],Used to generate anchor windows by enumerating ratios
mxnet.ndarray.contrib.MultiProposal,scales,prim_dtype,['float'],Used to generate anchor windows by enumerating scales
