File,Arg,Type,Constr,Descp
mxnet.ndarray.contrib.MultiProposal,scales,nonprim_dtype,['tuple'],Used to generate anchor windows by enumerating scales
mxnet.ndarray.SequenceLast,axis,nonprim_dtype,['list'],The sequence axis. Only values of 0 and 1 are currently supported.
mxnet.ndarray.SequenceLast,use_sequence_length,nonprim_dtype,['list'],"If set to true, this layer takes in an extra input parameter sequence_length to specify variable length sequence"
mxnet.contrib.ndarray.MultiBoxPrior,offsets,prim_dtype,['float'],"Priorbox center offsets, y and x respectively"
mxnet.contrib.ndarray.MultiBoxPrior,offsets,nonprim_dtype,['tuple'],"Priorbox center offsets, y and x respectively"
mxnet.contrib.ndarray.MultiBoxPrior,ratios,prim_dtype,['float'],List of aspect ratios of generated MultiBoxPriores.
mxnet.contrib.ndarray.MultiBoxPrior,ratios,nonprim_dtype,"['list', 'tuple']",List of aspect ratios of generated MultiBoxPriores.
mxnet.contrib.ndarray.MultiBoxPrior,sizes,prim_dtype,['float'],List of sizes of generated MultiBoxPriores.
mxnet.contrib.ndarray.MultiBoxPrior,sizes,nonprim_dtype,"['list', 'tuple']",List of sizes of generated MultiBoxPriores.
mxnet.contrib.ndarray.MultiBoxPrior,steps,prim_dtype,['float'],"Priorbox step across y and x, -1 for auto calculation."
mxnet.contrib.ndarray.MultiBoxPrior,steps,nonprim_dtype,['tuple'],"Priorbox step across y and x, -1 for auto calculation."
mxnet.gluon.model_zoo.vision.densenet201,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.multi_sgd_mom_update,lrs,prim_dtype,['float'],Learning rates.
mxnet.ndarray.multi_sgd_mom_update,lrs,nonprim_dtype,['tuple'],Learning rates.
mxnet.ndarray.multi_sgd_mom_update,wds,prim_dtype,['float'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.multi_sgd_mom_update,wds,nonprim_dtype,['tuple'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.gluon.model_zoo.vision.resnet50_v2,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.contrib.ndarray.SparseEmbedding,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Data type of weight.
mxnet.contrib.ndarray.SparseEmbedding,output_dim,nonprim_dtype,['list'],Dimension of the embedding vectors.
mxnet.ndarray.op.sample_poisson,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.sample_poisson,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.gluon.nn.Conv3DTranspose,bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.gluon.nn.Conv3DTranspose,use_bias,nonprim_dtype,['list'],Whether the layer uses a bias vector.
mxnet.ndarray.multi_sgd_update,lrs,prim_dtype,['float'],Learning rates.
mxnet.ndarray.multi_sgd_update,lrs,nonprim_dtype,['tuple'],Learning rates.
mxnet.ndarray.multi_sgd_update,wds,prim_dtype,['float'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.multi_sgd_update,wds,nonprim_dtype,['tuple'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.topk,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.uint8']","DType of the output indices when ret_typ is ""indices"" or ""both"". An error will be raised if the selected data type cannot precisely represent the indices."
mxnet.ndarray.random.uniform,ctx,nonprim_dtype,['ndarray'],Device context of output. Default is current context. Overridden by low.context when low is an NDArray.
mxnet.ndarray.random.uniform,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",Data type of output samples. Default is 'float32'
mxnet.ndarray.op.multi_mp_sgd_update,lrs,prim_dtype,['float'],Learning rates.
mxnet.ndarray.op.multi_mp_sgd_update,lrs,nonprim_dtype,['tuple'],Learning rates.
mxnet.ndarray.op.multi_mp_sgd_update,wds,prim_dtype,['float'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.op.multi_mp_sgd_update,wds,nonprim_dtype,['tuple'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.contrib.ndarray.AdaptiveAvgPooling2D,output_size,nonprim_dtype,['tuple'],"int (output size) or a tuple of int for output (height, width)."
mxnet.ndarray.contrib.quantized_conv,dilate,nonprim_dtype,['tuple'],"Convolution dilate: (w,), (h, w) or (d, h, w). Defaults to 1 for each dimension."
mxnet.ndarray.contrib.quantized_conv,kernel,nonprim_dtype,['tuple'],"Convolution kernel size: (w,), (h, w) or (d, h, w)"
mxnet.ndarray.contrib.quantized_conv,num_filter,prim_dtype,['int'],Convolution filter(channel) number
mxnet.ndarray.contrib.quantized_conv,pad,nonprim_dtype,['tuple'],"Zero pad for convolution: (w,), (h, w) or (d, h, w). Defaults to no padding."
mxnet.ndarray.contrib.quantized_conv,stride,nonprim_dtype,['tuple'],"Convolution stride: (w,), (h, w) or (d, h, w). Defaults to 1 for each dimension."
mxnet.ndarray.random.poisson,ctx,nonprim_dtype,['ndarray'],Device context of output. Default is current context. Overridden by lam.context when lam is an NDArray.
mxnet.ndarray.random.poisson,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",Data type of output samples. Default is 'float32'
mxnet.ndarray.op.broadcast_axis,axis,nonprim_dtype,['tuple'],The axes to perform the broadcasting.
mxnet.ndarray.op.broadcast_axis,size,nonprim_dtype,['tuple'],Target sizes of the broadcasting axes.
mxnet.ndarray.op.Dropout,axes,nonprim_dtype,['tuple'],Axes for variational dropout kernel.
mxnet.ndarray.expand_dims,axis,nonprim_dtype,['ndarray'],"Position where new axis is to be inserted. Suppose that the input NDArray's dimension is ndim, the range of the inserted axis is [-ndim, ndim]"
mxnet.gluon.model_zoo.vision.get_model,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.op.expand_dims,axis,nonprim_dtype,['ndarray'],"Position where new axis is to be inserted. Suppose that the input NDArray's dimension is ndim, the range of the inserted axis is [-ndim, ndim]"
mxnet.ndarray.op.random_negative_binomial,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.random_negative_binomial,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.gluon.nn.Conv2DTranspose,bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.gluon.nn.Conv2DTranspose,use_bias,nonprim_dtype,['list'],Whether the layer uses a bias vector.
mxnet.contrib.ndarray.ROIAlign,pooled_size,nonprim_dtype,['tuple'],"ROI Align output roi feature map height and width: (h, w)"
mxnet.gluon.nn.LayerNorm,center,prim_dtype,['boolean'],"If True, add offset of beta to normalized tensor. If False, beta is ignored."
mxnet.gluon.nn.LayerNorm,scale,prim_dtype,['boolean'],"If True, multiply by gamma. If False, gamma is not used."
mxnet.ndarray.pad,mode,nonprim_dtype,['ndarray'],"Padding type to use. ""constant"" pads with constant_value ""edge"" pads using the edge values of the input array ""reflect"" pads by reflecting values with respect to the edges."
mxnet.io.LibSVMIter,batch_size,prim_dtype,['int'],Batch size.
mxnet.io.LibSVMIter,data_shape,nonprim_dtype,['tuple'],The shape of one example.
mxnet.io.LibSVMIter,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Output data type. `None` means no change.
mxnet.io.LibSVMIter,label_shape,nonprim_dtype,['tuple'],The shape of one label.
mxnet.contrib.ndarray.requantize,out_type,prim_dtype,"['numpy.int8', 'numpy.uint8']",Output data type. auto can be specified to automatically determine output type according to min_calib_range.
mxnet.ndarray.argsort,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.uint8']","DType of the output indices. It is only valid when ret_typ is ""indices"" or ""both"". An error will be raised if the selected data type cannot precisely represent the indices."
mxnet.gluon.model_zoo.vision.resnet101_v2,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.visualization.plot_network,hide_weights,nonprim_dtype,"['list', 'tensor']","If True (default), then inputs with names of form _weight (corresponding to weight tensors) or _bias (corresponding to bias vectors) will be hidden for a cleaner visualization."
mxnet.visualization.plot_network,shape,prim_dtype,['string'],"Specifies the shape of the input tensors. If specified, the visualization will include the shape of the tensors between the nodes. shape is a dictionary mapping input symbol names (str) to the corresponding tensor shape (tuple)."
mxnet.util.np_array,active,nonprim_dtype,['ndarray'],Indicates whether to activate NumPy-array semantics.
mxnet.ndarray.contrib.DeformableConvolution,dilate,nonprim_dtype,['tuple'],"Convolution dilate: (h, w) or (d, h, w). Defaults to 1 for each dimension."
mxnet.ndarray.contrib.DeformableConvolution,kernel,nonprim_dtype,['tuple'],"Convolution kernel size: (h, w) or (d, h, w)"
mxnet.ndarray.contrib.DeformableConvolution,pad,nonprim_dtype,['tuple'],"Zero pad for convolution: (h, w) or (d, h, w). Defaults to no padding."
mxnet.ndarray.contrib.DeformableConvolution,stride,nonprim_dtype,['tuple'],"Convolution stride: (h, w) or (d, h, w). Defaults to 1 for each dimension."
mxnet.ndarray.contrib.MultiBoxDetection,variances,prim_dtype,['float'],Variances to be decoded from box regression output.
mxnet.ndarray.contrib.MultiBoxDetection,variances,nonprim_dtype,['tuple'],Variances to be decoded from box regression output.
mxnet.ndarray.contrib.BilinearResize2D,mode,prim_dtype,['int'],"resizing mode. ""simple"" - output height equals parameter ""height"" if ""scale_height"" parameter is not defined or input height multiplied by ""scale_height"" otherwise. Same for width;""odd_scale"" - if original height or width is odd, then result height is calculated like result_h = (original_h - 1) * scale + 1; for scale > 1 the result shape would be like if we did deconvolution with kernel = (1, 1) and stride = (height_scale, width_scale); and for scale < 1 shape would be like we did convolution with kernel = (1, 1) and stride = (int(1 / height_scale), int( 1/ width_scale);""like"" - resize first input to the height and width of second input; ""to_even_down"" - resize input to nearest lower even height and width (if original height is odd then result height = original height - 1);""to_even_up"" - resize input to nearest bigger even height and width (if original height is odd then result height = original height + 1);""to_odd_down"" - resize input to nearest odd height and width (if original height is odd then result height = original height - 1);""to_odd_up"" - resize input to nearest odd height and width (if original height is odd then result height = original height + 1);"
mxnet.contrib.ndarray.MultiBoxDetection,variances,prim_dtype,['float'],Variances to be decoded from box regression output.
mxnet.contrib.ndarray.MultiBoxDetection,variances,nonprim_dtype,['tuple'],Variances to be decoded from box regression output.
mxnet.gluon.rnn.RNNCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.gluon.rnn.RNNCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.ndarray.op.transpose,axes,nonprim_dtype,['tuple'],Target axis order. By default the axes will be inverted.
mxnet.gluon.contrib.rnn.Conv3DGRUCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the recurrent convolution bias vectors.
mxnet.gluon.contrib.rnn.Conv3DGRUCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the input convolution bias vectors.
mxnet.ndarray.contrib.MultiBoxTarget,variances,prim_dtype,['float'],Variances to be encoded in box regression target.
mxnet.ndarray.contrib.MultiBoxTarget,variances,nonprim_dtype,['tuple'],Variances to be encoded in box regression target.
mxnet.gluon.contrib.rnn.Conv1DLSTMCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the recurrent convolution bias vectors.
mxnet.gluon.contrib.rnn.Conv1DLSTMCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the input convolution bias vectors.
mxnet.ndarray.op.random_uniform,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.random_uniform,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.gluon.model_zoo.vision.get_vgg,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.gluon.nn.Dense,bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.gluon.nn.Dense,use_bias,prim_dtype,['boolean'],Whether the layer uses a bias vector.
mxnet.gluon.nn.Dense,use_bias,nonprim_dtype,['list'],Whether the layer uses a bias vector.
mxnet.ndarray.op.sample_uniform,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.op.sample_uniform,shape,nonprim_dtype,['tuple'],Shape to be sampled from each random distribution.
mxnet.ndarray.CTCLoss,use_data_lengths,nonprim_dtype,['list'],"Whether the data lenghts are decided by data_lengths. If false, the lengths are equal to the max sequence length."
mxnet.ndarray.op.multi_sgd_update,lrs,prim_dtype,['float'],Learning rates.
mxnet.ndarray.op.multi_sgd_update,lrs,nonprim_dtype,['tuple'],Learning rates.
mxnet.ndarray.op.multi_sgd_update,wds,prim_dtype,['float'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.op.multi_sgd_update,wds,nonprim_dtype,['tuple'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.contrib.quantized_pooling,kernel,nonprim_dtype,['tuple'],"Pooling kernel size: (y, x) or (d, y, x)"
mxnet.ndarray.contrib.quantized_pooling,pad,nonprim_dtype,['tuple'],"Pad for pooling: (y, x) or (d, y, x). Defaults to no padding."
mxnet.ndarray.contrib.quantized_pooling,stride,nonprim_dtype,['tuple'],"Stride: for pooling (y, x) or (d, y, x). Defaults to 1 for each dimension."
mxnet.ndarray.norm,out_dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8']",The data type of the output.
mxnet.ndarray.op.CTCLoss,use_data_lengths,nonprim_dtype,['list'],"Whether the data lenghts are decided by data_lengths. If false, the lengths are equal to the max sequence length."
mxnet.gluon.contrib.rnn.Conv3DLSTMCell,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the recurrent convolution bias vectors.
mxnet.gluon.contrib.rnn.Conv3DLSTMCell,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the input convolution bias vectors.
mxnet.ndarray.op.flip,axis,nonprim_dtype,['tuple'],The axis which to reverse elements.
mxnet.test_utils.almost_equal_ignore_nan,a,nonprim_dtype,['ndarray'],
mxnet.test_utils.almost_equal_ignore_nan,b,nonprim_dtype,['ndarray'],
mxnet.ndarray.op.multi_sgd_mom_update,lrs,prim_dtype,['float'],Learning rates.
mxnet.ndarray.op.multi_sgd_mom_update,lrs,nonprim_dtype,['tuple'],Learning rates.
mxnet.ndarray.op.multi_sgd_mom_update,wds,prim_dtype,['float'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.op.multi_sgd_mom_update,wds,nonprim_dtype,['tuple'],Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.
mxnet.ndarray.random_normal,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",DType of the output in case this can't be inferred. Defaults to float32 if not defined (dtype=None).
mxnet.ndarray.random_normal,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.ndarray.random.normal,ctx,nonprim_dtype,['ndarray'],Device context of output. Default is current context. Overridden by loc.context when loc is an NDArray.
mxnet.ndarray.random.normal,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64']",Data type of output samples. Default is 'float32'
mxnet.image.CreateDetAugmenter,inter_method,prim_dtype,['int'],"Interpolation method for all resizing operations Possible values: 0: Nearest Neighbors Interpolation. 1: Bilinear interpolation. 2: Area-based (resampling using pixel area relation). It may be a preferred method for image decimation, as it gives moire-free results. But when the image is zoomed, it is similar to the Nearest Neighbors method. (used by default). 3: Bicubic interpolation over 4x4 pixel neighborhood. 4: Lanczos interpolation over 8x8 pixel neighborhood. 9: Cubic for enlarge, area for shrink, bilinear for others 10: Random select from interpolation method metioned above. Note: When shrinking an image, it will generally look best with AREA-based interpolation, whereas, when enlarging an image, it will generally look best with Bicubic (slow) or Bilinear (faster but still looks OK). "
mxnet.image.CreateDetAugmenter,mean,nonprim_dtype,['ndarray'],"Mean pixel values for [r, g, b]"
mxnet.image.CreateDetAugmenter,std,nonprim_dtype,['ndarray'],"Standard deviations for [r, g, b]"
mxnet.io.ImageDetRecordIter,aug_seq,nonprim_dtype,['list'],"Augmentation Param: the augmenter names to represent sequence of augmenters to be applied, seperated by comma. Additional keyword parameters will be seen by these augmenters. Make sure you don't use normal augmenters for detection tasks."
mxnet.io.ImageDetRecordIter,batch_size,prim_dtype,['int'],Batch size.
mxnet.io.ImageDetRecordIter,data_shape,nonprim_dtype,['tuple'],Dataset Param: Shape of each instance generated by the DataIter.
mxnet.io.ImageDetRecordIter,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Output data type. `None` means no change.
mxnet.io.ImageDetRecordIter,max_crop_aspect_ratios,prim_dtype,['float'],Augmentation Param: Max crop aspect ratios.
mxnet.io.ImageDetRecordIter,max_crop_aspect_ratios,nonprim_dtype,['tuple'],Augmentation Param: Max crop aspect ratios.
mxnet.io.ImageDetRecordIter,max_crop_object_coverages,prim_dtype,['float'],Augmentation Param: Maximum ratio of intersect/gt_area between crop box and ground-truths.
mxnet.io.ImageDetRecordIter,max_crop_object_coverages,nonprim_dtype,['tuple'],Augmentation Param: Maximum ratio of intersect/gt_area between crop box and ground-truths.
mxnet.io.ImageDetRecordIter,max_crop_overlaps,prim_dtype,['float'],Augmentation Param: Maximum crop IOU between crop_box and ground-truth.
mxnet.io.ImageDetRecordIter,max_crop_overlaps,nonprim_dtype,['tuple'],Augmentation Param: Maximum crop IOU between crop_box and ground-truth.
mxnet.io.ImageDetRecordIter,max_crop_sample_coverages,prim_dtype,['float'],Augmentation Param: Maximum ratio of intersect/crop_area between crop box and ground-truths.
mxnet.io.ImageDetRecordIter,max_crop_sample_coverages,nonprim_dtype,['tuple'],Augmentation Param: Maximum ratio of intersect/crop_area between crop box and ground-truths.
mxnet.io.ImageDetRecordIter,max_crop_scales,prim_dtype,['float'],Augmentation Param: Max crop scales.
mxnet.io.ImageDetRecordIter,max_crop_scales,nonprim_dtype,['tuple'],Augmentation Param: Max crop scales.
mxnet.io.ImageDetRecordIter,max_crop_trials,nonprim_dtype,['tuple'],Augmentation Param: Skip cropping if fail crop trail count exceeds this number.
mxnet.io.ImageDetRecordIter,min_crop_aspect_ratios,prim_dtype,['float'],Augmentation Param: Min crop aspect ratios.
mxnet.io.ImageDetRecordIter,min_crop_aspect_ratios,nonprim_dtype,['tuple'],Augmentation Param: Min crop aspect ratios.
mxnet.io.ImageDetRecordIter,min_crop_object_coverages,prim_dtype,['float'],Augmentation Param: Minimum ratio of intersect/gt_area between crop box and ground-truths.
mxnet.io.ImageDetRecordIter,min_crop_object_coverages,nonprim_dtype,['tuple'],Augmentation Param: Minimum ratio of intersect/gt_area between crop box and ground-truths.
mxnet.io.ImageDetRecordIter,min_crop_overlaps,prim_dtype,['float'],Augmentation Param: Minimum crop IOU between crop_box and ground-truths.
mxnet.io.ImageDetRecordIter,min_crop_overlaps,nonprim_dtype,['tuple'],Augmentation Param: Minimum crop IOU between crop_box and ground-truths.
mxnet.io.ImageDetRecordIter,min_crop_sample_coverages,prim_dtype,['float'],Augmentation Param: Minimum ratio of intersect/crop_area between crop box and ground-truths.
mxnet.io.ImageDetRecordIter,min_crop_sample_coverages,nonprim_dtype,['tuple'],Augmentation Param: Minimum ratio of intersect/crop_area between crop box and ground-truths.
mxnet.io.ImageDetRecordIter,min_crop_scales,prim_dtype,['float'],Augmentation Param: Min crop scales.
mxnet.io.ImageDetRecordIter,min_crop_scales,nonprim_dtype,['tuple'],Augmentation Param: Min crop scales.
mxnet.io.ImageDetRecordIter,path_imgrec,prim_dtype,['string'],Dataset Param: Path to image record file.
mxnet.ndarray.contrib.dequantize,max_range,prim_dtype,['numpy.float32'],The maximum scalar value possibly produced for the input in float32
mxnet.ndarray.contrib.dequantize,min_range,prim_dtype,['numpy.float32'],The minimum scalar value possibly produced for the input in float32
mxnet.ndarray.contrib.dequantize,out_type,prim_dtype,['numpy.float32'],Output data type.
mxnet.gluon.rnn.RNN,bidirectional,prim_dtype,['boolean'],"If True, becomes a bidirectional RNN."
mxnet.gluon.rnn.RNN,h2h_bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.gluon.rnn.RNN,i2h_bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.ndarray.op.Embedding,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.int8', 'numpy.uint8']",Data type of weight.
mxnet.ndarray.op.Embedding,output_dim,nonprim_dtype,['list'],Dimension of the embedding vectors.
mxnet.contrib.onnx.import_to_gluon,ctx,nonprim_dtype,['list'],Loads the model into one or many context(s).
mxnet.ndarray.op.ctc_loss,use_data_lengths,nonprim_dtype,['list'],"Whether the data lenghts are decided by data_lengths. If false, the lengths are equal to the max sequence length."
mxnet.gluon.model_zoo.vision.get_mobilenet_v2,root,prim_dtype,['string'],Location for keeping the model parameters.
mxnet.ndarray.SpatialTransformer,target_shape,nonprim_dtype,['tuple'],"output shape(h, w) of spatial transformer: (y, x)"
mxnet.ndarray.random_randint,dtype,prim_dtype,"['numpy.int32', 'numpy.int64']",DType of the output in case this can't be inferred. Defaults to int32 if not defined (dtype=None).
mxnet.ndarray.random_randint,shape,nonprim_dtype,['tuple'],Shape of the output.
mxnet.ndarray.sparse.slice,begin,nonprim_dtype,['tuple'],"starting indices for the slice operation, supports negative indices."
mxnet.ndarray.sparse.slice,end,nonprim_dtype,['tuple'],"ending indices for the slice operation, supports negative indices."
mxnet.ndarray.sparse.slice,step,nonprim_dtype,['tuple'],"step for the slice operation, supports negative values."
mxnet.metric.create,**kwargs,prim_dtype,['string'],Additional arguments to metric constructor. Only used when metric is str
mxnet.metric.create,*args,prim_dtype,['string'],Additional arguments to metric constructor. Only used when metric is str.
mxnet.ndarray.Dropout,axes,nonprim_dtype,['tuple'],Axes for variational dropout kernel.
mxnet.ndarray.op.argsort,dtype,prim_dtype,"['numpy.float16', 'numpy.float32', 'numpy.float64', 'numpy.int32', 'numpy.int64', 'numpy.uint8']","DType of the output indices. It is only valid when ret_typ is ""indices"" or ""both"". An error will be raised if the selected data type cannot precisely represent the indices."
mxnet.ndarray.contrib.ctc_loss,use_data_lengths,nonprim_dtype,['list'],"Whether the data lenghts are decided by data_lengths. If false, the lengths are equal to the max sequence length."
mxnet.gluon.nn.Conv1D,bias_initializer,nonprim_dtype,['list'],Initializer for the bias vector.
mxnet.gluon.nn.Conv1D,use_bias,nonprim_dtype,['list'],Whether the layer uses a bias vector.
mxnet.autograd.pause,train_mode,prim_dtype,['boolean'],Whether to do forward for training or predicting.
mxnet.gluon.nn.SymbolBlock,inputs,nonprim_dtype,['list'],The Variables in output's argument that should be used as inputs.
mxnet.gluon.nn.SymbolBlock,outputs,nonprim_dtype,['list'],The desired output for SymbolBlock.
mxnet.gluon.nn.SymbolBlock,params,nonprim_dtype,['dict'],Parameter dictionary for arguments and auxililary states of outputs that are not inputs.
mxnet.autograd.record,train_mode,prim_dtype,['boolean'],"Whether the forward pass is in training or predicting mode. This controls the behavior of some layers such as Dropout, BatchNorm."
mxnet.util.use_np_array,func,nonprim_dtype,['ndarray'],
mxnet.test_utils.same,a,nonprim_dtype,['ndarray'],
mxnet.test_utils.same,b,nonprim_dtype,['ndarray'],
